ModelName,WJ324
FileVersion,1
Acquisition Time,2016/12/29 11:17:42
Time/div(second),10E-06
Delay(second),-41.0E-06
Delta(second),1E-09
Acquisition Mode,Normal
Trigger Address,9000
CH1 Display,On
CH2 Display,On
CH3 Display,Off
CH4 Display,Off
CH1 Volt/div,500E-03
CH2 Volt/div,500E-03
CH3 Volt/div,500E-03
CH4 Volt/div,500E-03
CH1 Offset,-1.70E+00
CH2 Offset,-1.70E+00
CH3 Offset,-1.49E+00
CH4 Offset,1.51E+00
CH1 Coupling,DC1M
CH2 Coupling,DC1M
CH3 Coupling,DC1M
CH4 Coupling,DC1M
CH1 Bandwidth,20MHz
CH2 Bandwidth,20MHz
CH3 Bandwidth,Full
CH4 Bandwidth,Full
Points,100001
Ch1 V,Ch2 V,Ch3 V,Ch4 V
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.12E+00,,
9.50E-01,3.10E+00,,
9.65E-01,3.10E+00,,
9.50E-01,3.12E+00,,
9.65E-01,3.10E+00,,
